time,id,longitude,lattitude,diameter,pressure,normal_pressure,is_online,on_pipe,coords
13,25,92158.71169,436305.5121,1.5,100,100,1,6,28992
13,26,92202.72943,436331.1104,1,100,100,1,4,28992
13,27,92217.33968,436324.8211,1.5,110,100,1,3,28992
13,28,92232.98589,436303.1488,1.5,93,100,1,3,28992
13,29,92173.45139,436299.3301,1.5,97,100,1,5,28992
13,30,92247.61172,436262.1376,2,96,100,1,1,28992
13,31,92186.87709,436263.603,1.5,96,100,1,5,28992
13,32,92190.56285,436264.988,1,94,100,1,4,28992
13,33,92198.33024,436244.1301,1.5,97,100,1,2,28992
14,0,92110.84339,436371.2387,1,97,100,1,12,28992
14,1,92062.79703,436448.6712,1.5,101,100,1,19,28992
14,2,92139.02588,436454.7468,2,99,100,1,16,28992
14,3,92148.62344,436448.8276,1,99,100,1,21,28992
14,4,92151.50189,436449.9093,1,97,100,1,14,28992
14,5,92154.11776,436450.8923,2,99,100,1,13,28992
14,6,92073.95777,436420.7694,1.5,90,100,1,17,28992
14,7,92069.22172,436406.1671,1.5,93,100,1,17,28992
14,8,92082.54751,436400.1265,1.5,103,100,1,15,28992
14,9,92080.39375,436345.4752,1,104,100,1,18,28992
14,10,92146.54553,436383.4084,1,101,100,1,14,28992
14,11,92147.43424,436381.0434,2,100,100,1,13,28992
14,12,92129.12934,436378.1102,1,106,100,1,20,28992
14,13,92130.01078,436375.7647,1.5,95,100,1,15,28992
14,14,92130.74601,436373.8081,2,107,100,1,8,28992
14,15,92135.00831,436362.4657,1,95,100,1,9,28992
14,16,92209.03947,436347.1462,2,91,100,1,8,28992
14,17,92104.04564,436332.0832,1,96,100,1,11,28992
14,18,92116.15108,436325.5407,1,101,100,1,12,28992
14,19,92163.28931,436322.1312,1,99,100,1,11,28992
14,20,92165.59751,436322.9986,2,96,100,1,10,28992
14,21,92169.4782,436324.4569,1,98,100,1,9,28992
14,22,92110.09859,436302.1429,1.5,101,100,1,7,28992
14,23,92112.2674,436296.3715,1.5,104,100,1,7,28992
14,24,92130.19827,436302.8266,1.5,98,100,1,6,28992
14,25,92158.71169,436305.5121,1.5,97,100,1,6,28992
14,26,92202.72943,436331.1104,1,93,100,1,4,28992
14,27,92217.33968,436324.8211,1.5,98,100,1,3,28992
14,28,92232.98589,436303.1488,1.5,98,100,1,3,28992
14,29,92173.45139,436299.3301,1.5,106,100,1,5,28992
14,30,92247.61172,436262.1376,2,88,100,1,1,28992
14,31,92186.87709,436263.603,1.5,105,100,1,5,28992
14,32,92190.56285,436264.988,1,105,100,1,4,28992
14,33,92198.33024,436244.1301,1.5,97,100,1,2,28992
15,0,92110.84339,436371.2387,1,103,100,1,12,28992
15,1,92062.79703,436448.6712,1.5,101,100,1,19,28992
15,2,92139.02588,436454.7468,2,103,100,1,16,28992
15,3,92148.62344,436448.8276,1,99,100,1,21,28992
15,4,92151.50189,436449.9093,1,99,100,1,14,28992
15,5,92154.11776,436450.8923,2,98,100,1,13,28992
15,6,92073.95777,436420.7694,1.5,102,100,1,17,28992
15,7,92069.22172,436406.1671,1.5,99,100,1,17,28992
15,8,92082.54751,436400.1265,1.5,106,100,1,15,28992
15,9,92080.39375,436345.4752,1,100,100,1,18,28992
15,10,92146.54553,436383.4084,1,94,100,1,14,28992
15,11,92147.43424,436381.0434,2,98,100,1,13,28992
15,12,92129.12934,436378.1102,1,99,100,1,20,28992
15,13,92130.01078,436375.7647,1.5,98,100,1,15,28992
15,14,92130.74601,436373.8081,2,90,100,1,8,28992
15,15,92135.00831,436362.4657,1,93,100,1,9,28992
15,16,92209.03947,436347.1462,2,95,100,1,8,28992
15,17,92104.04564,436332.0832,1,96,100,1,11,28992
15,18,92116.15108,436325.5407,1,101,100,1,12,28992
15,19,92163.28931,436322.1312,1,95,100,1,11,28992
15,20,92165.59751,436322.9986,2,101,100,1,10,28992
15,21,92169.4782,436324.4569,1,105,100,1,9,28992
15,22,92110.09859,436302.1429,1.5,108,100,1,7,28992
15,23,92112.2674,436296.3715,1.5,108,100,1,7,28992
15,24,92130.19827,436302.8266,1.5,99,100,1,6,28992
15,25,92158.71169,436305.5121,1.5,96,100,1,6,28992
15,26,92202.72943,436331.1104,1,102,100,1,4,28992
15,27,92217.33968,436324.8211,1.5,102,100,1,3,28992
15,28,92232.98589,436303.1488,1.5,103,100,1,3,28992
15,29,92173.45139,436299.3301,1.5,104,100,1,5,28992
15,30,92247.61172,436262.1376,2,99,100,1,1,28992
15,31,92186.87709,436263.603,1.5,95,100,1,5,28992
15,32,92190.56285,436264.988,1,101,100,1,4,28992
15,33,92198.33024,436244.1301,1.5,95,100,1,2,28992
16,0,92110.84339,436371.2387,1,99,100,1,12,28992
16,1,92062.79703,436448.6712,1.5,95,100,1,19,28992
16,2,92139.02588,436454.7468,2,103,100,1,16,28992
16,3,92148.62344,436448.8276,1,106,100,1,21,28992
16,4,92151.50189,436449.9093,1,107,100,1,14,28992
16,5,92154.11776,436450.8923,2,99,100,1,13,28992
16,6,92073.95777,436420.7694,1.5,103,100,1,17,28992
16,7,92069.22172,436406.1671,1.5,94,100,1,17,28992
16,8,92082.54751,436400.1265,1.5,99,100,1,15,28992
16,9,92080.39375,436345.4752,1,98,100,1,18,28992
16,10,92146.54553,436383.4084,1,94,100,1,14,28992
16,11,92147.43424,436381.0434,2,99,100,1,13,28992
16,12,92129.12934,436378.1102,1,102,100,1,20,28992
16,13,92130.01078,436375.7647,1.5,92,100,1,15,28992
16,14,92130.74601,436373.8081,2,99,100,1,8,28992
16,15,92135.00831,436362.4657,1,101,100,1,9,28992
16,16,92209.03947,436347.1462,2,101,100,1,8,28992
16,17,92104.04564,436332.0832,1,96,100,1,11,28992
16,18,92116.15108,436325.5407,1,100,100,1,12,28992
16,19,92163.28931,436322.1312,1,101,100,1,11,28992
16,20,92165.59751,436322.9986,2,104,100,1,10,28992
16,21,92169.4782,436324.4569,1,97,100,1,9,28992
16,22,92110.09859,436302.1429,1.5,90,100,1,7,28992
16,23,92112.2674,436296.3715,1.5,103,100,1,7,28992
16,24,92130.19827,436302.8266,1.5,103,100,1,6,28992
16,25,92158.71169,436305.5121,1.5,102,100,1,6,28992
16,26,92202.72943,436331.1104,1,102,100,1,4,28992
16,27,92217.33968,436324.8211,1.5,95,100,1,3,28992
16,28,92232.98589,436303.1488,1.5,97,100,1,3,28992
16,29,92173.45139,436299.3301,1.5,100,100,1,5,28992
16,30,92247.61172,436262.1376,2,103,100,1,1,28992
16,31,92186.87709,436263.603,1.5,100,100,1,5,28992
16,32,92190.56285,436264.988,1,108,100,1,4,28992
16,33,92198.33024,436244.1301,1.5,94,100,1,2,28992
17,0,92110.84339,436371.2387,1,103,100,1,12,28992
17,1,92062.79703,436448.6712,1.5,97,100,1,19,28992
17,2,92139.02588,436454.7468,2,94,100,1,16,28992
17,3,92148.62344,436448.8276,1,89,100,1,21,28992
17,4,92151.50189,436449.9093,1,92,100,1,14,28992
17,5,92154.11776,436450.8923,2,103,100,1,13,28992
17,6,92073.95777,436420.7694,1.5,102,100,1,17,28992
17,7,92069.22172,436406.1671,1.5,97,100,1,17,28992
17,8,92082.54751,436400.1265,1.5,96,100,1,15,28992
17,9,92080.39375,436345.4752,1,101,100,1,18,28992
17,10,92146.54553,436383.4084,1,92,100,1,14,28992
17,11,92147.43424,436381.0434,2,102,100,1,13,28992
17,12,92129.12934,436378.1102,1,94,100,1,20,28992
17,13,92130.01078,436375.7647,1.5,99,100,1,15,28992
17,14,92130.74601,436373.8081,2,100,100,1,8,28992
17,15,92135.00831,436362.4657,1,92,100,1,9,28992
17,16,92209.03947,436347.1462,2,104,100,1,8,28992
17,17,92104.04564,436332.0832,1,94,100,1,11,28992
17,18,92116.15108,436325.5407,1,99,100,1,12,28992
17,19,92163.28931,436322.1312,1,97,100,1,11,28992
17,20,92165.59751,436322.9986,2,91,100,1,10,28992
17,21,92169.4782,436324.4569,1,101,100,1,9,28992
17,22,92110.09859,436302.1429,1.5,96,100,1,7,28992
17,23,92112.2674,436296.3715,1.5,106,100,1,7,28992
17,24,92130.19827,436302.8266,1.5,104,100,1,6,28992
17,25,92158.71169,436305.5121,1.5,93,100,1,6,28992
17,26,92202.72943,436331.1104,1,92,100,1,4,28992
17,27,92217.33968,436324.8211,1.5,91,100,1,3,28992
17,28,92232.98589,436303.1488,1.5,99,100,1,3,28992
17,29,92173.45139,436299.3301,1.5,102,100,1,5,28992
17,30,92247.61172,436262.1376,2,100,100,1,1,28992
17,31,92186.87709,436263.603,1.5,93,100,1,5,28992
17,32,92190.56285,436264.988,1,106,100,1,4,28992
17,33,92198.33024,436244.1301,1.5,104,100,1,2,28992
18,0,92110.84339,436371.2387,1,109,100,1,12,28992
18,1,92062.79703,436448.6712,1.5,110,100,1,19,28992
18,2,92139.02588,436454.7468,2,94,100,1,16,28992
18,3,92148.62344,436448.8276,1,93,100,1,21,28992
18,4,92151.50189,436449.9093,1,97,100,1,14,28992
18,5,92154.11776,436450.8923,2,93,100,1,13,28992
18,6,92073.95777,436420.7694,1.5,108,100,1,17,28992
18,7,92069.22172,436406.1671,1.5,109,100,1,17,28992
18,8,92082.54751,436400.1265,1.5,101,100,1,15,28992
18,9,92080.39375,436345.4752,1,98,100,1,18,28992
18,10,92146.54553,436383.4084,1,102,100,1,14,28992
18,11,92147.43424,436381.0434,2,96,100,1,13,28992
18,12,92129.12934,436378.1102,1,95,100,1,20,28992
18,13,92130.01078,436375.7647,1.5,99,100,1,15,28992
18,14,92130.74601,436373.8081,2,91,100,1,8,28992
18,15,92135.00831,436362.4657,1,99,100,1,9,28992
18,16,92209.03947,436347.1462,2,94,100,1,8,28992
18,17,92104.04564,436332.0832,1,90,100,1,11,28992
18,18,92116.15108,436325.5407,1,103,100,1,12,28992
18,19,92163.28931,436322.1312,1,99,100,1,11,28992
18,20,92165.59751,436322.9986,2,106,100,1,10,28992
18,21,92169.4782,436324.4569,1,99,100,1,9,28992
18,22,92110.09859,436302.1429,1.5,94,100,1,7,28992
18,23,92112.2674,436296.3715,1.5,102,100,1,7,28992
18,24,92130.19827,436302.8266,1.5,105,100,1,6,28992
18,25,92158.71169,436305.5121,1.5,110,100,1,6,28992
18,26,92202.72943,436331.1104,1,98,100,1,4,28992
18,27,92217.33968,436324.8211,1.5,108,100,1,3,28992
18,28,92232.98589,436303.1488,1.5,104,100,1,3,28992
18,29,92173.45139,436299.3301,1.5,105,100,1,5,28992
18,30,92247.61172,436262.1376,2,95,100,1,1,28992
18,31,92186.87709,436263.603,1.5,100,100,1,5,28992
18,32,92190.56285,436264.988,1,105,100,1,4,28992
18,33,92198.33024,436244.1301,1.5,103,100,1,2,28992
19,0,92110.84339,436371.2387,1,107,100,1,12,28992
19,1,92062.79703,436448.6712,1.5,97,100,1,19,28992
19,2,92139.02588,436454.7468,2,96,100,1,16,28992
19,3,92148.62344,436448.8276,1,97,100,1,21,28992
19,4,92151.50189,436449.9093,1,105,100,1,14,28992
19,5,92154.11776,436450.8923,2,101,100,1,13,28992
19,6,92073.95777,436420.7694,1.5,91,100,1,17,28992
19,7,92069.22172,436406.1671,1.5,97,100,1,17,28992
19,8,92082.54751,436400.1265,1.5,99,100,1,15,28992
19,9,92080.39375,436345.4752,1,103,100,1,18,28992
19,10,92146.54553,436383.4084,1,104,100,1,14,28992
19,11,92147.43424,436381.0434,2,101,100,1,13,28992
19,12,92129.12934,436378.1102,1,106,100,1,20,28992
19,13,92130.01078,436375.7647,1.5,96,100,1,15,28992
19,14,92130.74601,436373.8081,2,102,100,1,8,28992
19,15,92135.00831,436362.4657,1,102,100,1,9,28992
19,16,92209.03947,436347.1462,2,95,100,1,8,28992
19,17,92104.04564,436332.0832,1,100,100,1,11,28992
19,18,92116.15108,436325.5407,1,99,100,1,12,28992
19,19,92163.28931,436322.1312,1,105,100,1,11,28992
19,20,92165.59751,436322.9986,2,94,100,1,10,28992
19,21,92169.4782,436324.4569,1,96,100,1,9,28992
19,22,92110.09859,436302.1429,1.5,102,100,1,7,28992
19,23,92112.2674,436296.3715,1.5,98,100,1,7,28992
19,24,92130.19827,436302.8266,1.5,100,100,1,6,28992
19,25,92158.71169,436305.5121,1.5,93,100,1,6,28992
19,26,92202.72943,436331.1104,1,105,100,1,4,28992
19,27,92217.33968,436324.8211,1.5,101,100,1,3,28992
19,28,92232.98589,436303.1488,1.5,96,100,1,3,28992
19,29,92173.45139,436299.3301,1.5,96,100,1,5,28992
19,30,92247.61172,436262.1376,2,97,100,1,1,28992
19,31,92186.87709,436263.603,1.5,91,100,1,5,28992
19,32,92190.56285,436264.988,1,96,100,1,4,28992
19,33,92198.33024,436244.1301,1.5,104,100,1,2,28992
20,0,92110.84339,436371.2387,1,118,100,1,12,28992
20,1,92062.79703,436448.6712,1.5,95,100,1,19,28992
20,2,92139.02588,436454.7468,2,107,100,1,16,28992
20,3,92148.62344,436448.8276,1,102,100,1,21,28992
20,4,92151.50189,436449.9093,1,98,100,1,14,28992
20,5,92154.11776,436450.8923,2,102,100,1,13,28992
20,6,92073.95777,436420.7694,1.5,93,100,1,17,28992
20,7,92069.22172,436406.1671,1.5,102,100,1,17,28992
20,8,92082.54751,436400.1265,1.5,101,100,1,15,28992
20,9,92080.39375,436345.4752,1,103,100,1,18,28992
20,10,92146.54553,436383.4084,1,104,100,1,14,28992
20,11,92147.43424,436381.0434,2,95,100,1,13,28992
20,12,92129.12934,436378.1102,1,97,100,1,20,28992
20,13,92130.01078,436375.7647,1.5,104,100,1,15,28992
20,14,92130.74601,436373.8081,2,103,100,1,8,28992
20,15,92135.00831,436362.4657,1,106,100,1,9,28992
20,16,92209.03947,436347.1462,2,103,100,1,8,28992
20,17,92104.04564,436332.0832,1,96,100,1,11,28992
20,18,92116.15108,436325.5407,1,93,100,1,12,28992
20,19,92163.28931,436322.1312,1,95,100,1,11,28992
20,20,92165.59751,436322.9986,2,103,100,1,10,28992
20,21,92169.4782,436324.4569,1,98,100,1,9,28992
20,22,92110.09859,436302.1429,1.5,108,100,1,7,28992
20,23,92112.2674,436296.3715,1.5,94,100,1,7,28992
20,24,92130.19827,436302.8266,1.5,99,100,1,6,28992
20,25,92158.71169,436305.5121,1.5,93,100,1,6,28992
20,26,92202.72943,436331.1104,1,93,100,1,4,28992
20,27,92217.33968,436324.8211,1.5,112,100,1,3,28992
20,28,92232.98589,436303.1488,1.5,99,100,1,3,28992
20,29,92173.45139,436299.3301,1.5,102,100,1,5,28992
20,30,92247.61172,436262.1376,2,103,100,1,1,28992
20,31,92186.87709,436263.603,1.5,101,100,1,5,28992
20,32,92190.56285,436264.988,1,95,100,1,4,28992
20,33,92198.33024,436244.1301,1.5,99,100,1,2,28992
21,0,92110.84339,436371.2387,1,119,100,1,12,28992
21,1,92062.79703,436448.6712,1.5,102,100,1,19,28992
21,2,92139.02588,436454.7468,2,101,100,1,16,28992
21,3,92148.62344,436448.8276,1,100,100,1,21,28992
21,4,92151.50189,436449.9093,1,93,100,1,14,28992
21,5,92154.11776,436450.8923,2,103,100,1,13,28992
21,6,92073.95777,436420.7694,1.5,99,100,1,17,28992
21,7,92069.22172,436406.1671,1.5,97,100,1,17,28992
21,8,92082.54751,436400.1265,1.5,97,100,1,15,28992
21,9,92080.39375,436345.4752,1,103,100,1,18,28992
21,10,92146.54553,436383.4084,1,98,100,1,14,28992
21,11,92147.43424,436381.0434,2,102,100,1,13,28992
21,12,92129.12934,436378.1102,1,91,100,1,20,28992
21,13,92130.01078,436375.7647,1.5,93,100,1,15,28992
21,14,92130.74601,436373.8081,2,97,100,1,8,28992
21,15,92135.00831,436362.4657,1,103,100,1,9,28992
21,16,92209.03947,436347.1462,2,107,100,1,8,28992
21,17,92104.04564,436332.0832,1,100,100,1,11,28992
21,18,92116.15108,436325.5407,1,97,100,1,12,28992
21,19,92163.28931,436322.1312,1,97,100,1,11,28992
21,20,92165.59751,436322.9986,2,96,100,1,10,28992
21,21,92169.4782,436324.4569,1,96,100,1,9,28992
21,22,92110.09859,436302.1429,1.5,95,100,1,7,28992
21,23,92112.2674,436296.3715,1.5,95,100,1,7,28992
21,24,92130.19827,436302.8266,1.5,108,100,1,6,28992
21,25,92158.71169,436305.5121,1.5,105,100,1,6,28992
21,26,92202.72943,436331.1104,1,95,100,1,4,28992
21,27,92217.33968,436324.8211,1.5,90,100,1,3,28992
21,28,92232.98589,436303.1488,1.5,102,100,1,3,28992
21,29,92173.45139,436299.3301,1.5,103,100,1,5,28992
21,30,92247.61172,436262.1376,2,104,100,1,1,28992
21,31,92186.87709,436263.603,1.5,109,100,1,5,28992
21,32,92190.56285,436264.988,1,102,100,1,4,28992
21,33,92198.33024,436244.1301,1.5,93,100,1,2,28992
22,0,92110.84339,436371.2387,1,120,100,1,12,28992
22,1,92062.79703,436448.6712,1.5,95,100,1,19,28992
22,2,92139.02588,436454.7468,2,112,100,1,16,28992
22,3,92148.62344,436448.8276,1,93,100,1,21,28992
22,4,92151.50189,436449.9093,1,103,100,1,14,28992
22,5,92154.11776,436450.8923,2,100,100,1,13,28992
22,6,92073.95777,436420.7694,1.5,97,100,1,17,28992
22,7,92069.22172,436406.1671,1.5,96,100,1,17,28992
22,8,92082.54751,436400.1265,1.5,99,100,1,15,28992
22,9,92080.39375,436345.4752,1,98,100,1,18,28992
22,10,92146.54553,436383.4084,1,98,100,1,14,28992
22,11,92147.43424,436381.0434,2,98,100,1,13,28992
22,12,92129.12934,436378.1102,1,90,100,1,20,28992
22,13,92130.01078,436375.7647,1.5,103,100,1,15,28992
22,14,92130.74601,436373.8081,2,102,100,1,8,28992
22,15,92135.00831,436362.4657,1,102,100,1,9,28992
22,16,92209.03947,436347.1462,2,100,100,1,8,28992
22,17,92104.04564,436332.0832,1,93,100,1,11,28992
22,18,92116.15108,436325.5407,1,90,100,1,12,28992
22,19,92163.28931,436322.1312,1,101,100,1,11,28992
22,20,92165.59751,436322.9986,2,104,100,1,10,28992
22,21,92169.4782,436324.4569,1,104,100,1,9,28992
22,22,92110.09859,436302.1429,1.5,97,100,1,7,28992
22,23,92112.2674,436296.3715,1.5,99,100,1,7,28992
22,24,92130.19827,436302.8266,1.5,100,100,1,6,28992
22,25,92158.71169,436305.5121,1.5,112,100,1,6,28992
22,26,92202.72943,436331.1104,1,100,100,1,4,28992
22,27,92217.33968,436324.8211,1.5,98,100,1,3,28992
22,28,92232.98589,436303.1488,1.5,100,100,1,3,28992
22,29,92173.45139,436299.3301,1.5,96,100,1,5,28992
22,30,92247.61172,436262.1376,2,103,100,1,1,28992
22,31,92186.87709,436263.603,1.5,95,100,1,5,28992
22,32,92190.56285,436264.988,1,97,100,1,4,28992
22,33,92198.33024,436244.1301,1.5,90,100,1,2,28992
23,0,92110.84339,436371.2387,1,121,100,1,12,28992
23,1,92062.79703,436448.6712,1.5,91,100,1,19,28992
23,2,92139.02588,436454.7468,2,98,100,1,16,28992
23,3,92148.62344,436448.8276,1,97,100,1,21,28992
23,4,92151.50189,436449.9093,1,107,100,1,14,28992
23,5,92154.11776,436450.8923,2,102,100,1,13,28992
23,6,92073.95777,436420.7694,1.5,98,100,1,17,28992
23,7,92069.22172,436406.1671,1.5,97,100,1,17,28992
23,8,92082.54751,436400.1265,1.5,95,100,1,15,28992
23,9,92080.39375,436345.4752,1,94,100,1,18,28992
23,10,92146.54553,436383.4084,1,91,100,1,14,28992
23,11,92147.43424,436381.0434,2,92,100,1,13,28992
23,12,92129.12934,436378.1102,1,99,100,1,20,28992
23,13,92130.01078,436375.7647,1.5,104,100,1,15,28992
23,14,92130.74601,436373.8081,2,95,100,1,8,28992
23,15,92135.00831,436362.4657,1,93,100,1,9,28992
23,16,92209.03947,436347.1462,2,104,100,1,8,28992
23,17,92104.04564,436332.0832,1,95,100,1,11,28992
23,18,92116.15108,436325.5407,1,97,100,1,12,28992
23,19,92163.28931,436322.1312,1,93,100,1,11,28992
23,20,92165.59751,436322.9986,2,95,100,1,10,28992
23,21,92169.4782,436324.4569,1,103,100,1,9,28992
23,22,92110.09859,436302.1429,1.5,97,100,1,7,28992
23,23,92112.2674,436296.3715,1.5,103,100,1,7,28992
23,24,92130.19827,436302.8266,1.5,106,100,1,6,28992
23,25,92158.71169,436305.5121,1.5,109,100,1,6,28992
23,26,92202.72943,436331.1104,1,102,100,1,4,28992
23,27,92217.33968,436324.8211,1.5,100,100,1,3,28992
23,28,92232.98589,436303.1488,1.5,91,100,1,3,28992
23,29,92173.45139,436299.3301,1.5,94,100,1,5,28992
23,30,92247.61172,436262.1376,2,94,100,1,1,28992
23,31,92186.87709,436263.603,1.5,95,100,1,5,28992
23,32,92190.56285,436264.988,1,103,100,1,4,28992
23,33,92198.33024,436244.1301,1.5,101,100,1,2,28992
24,0,92110.84339,436371.2387,1,122,100,1,12,28992
24,1,92062.79703,436448.6712,1.5,107,100,1,19,28992
24,2,92139.02588,436454.7468,2,96,100,1,16,28992
24,3,92148.62344,436448.8276,1,101,100,1,21,28992
24,4,92151.50189,436449.9093,1,88,100,1,14,28992
24,5,92154.11776,436450.8923,2,105,100,1,13,28992
24,6,92073.95777,436420.7694,1.5,92,100,1,17,28992
24,7,92069.22172,436406.1671,1.5,103,100,1,17,28992
24,8,92082.54751,436400.1265,1.5,97,100,1,15,28992
24,9,92080.39375,436345.4752,1,93,100,1,18,28992
24,10,92146.54553,436383.4084,1,93,100,1,14,28992
24,11,92147.43424,436381.0434,2,102,100,1,13,28992
24,12,92129.12934,436378.1102,1,106,100,1,20,28992
24,13,92130.01078,436375.7647,1.5,94,100,1,15,28992
24,14,92130.74601,436373.8081,2,108,100,1,8,28992
24,15,92135.00831,436362.4657,1,105,100,1,9,28992
24,16,92209.03947,436347.1462,2,105,100,1,8,28992
24,17,92104.04564,436332.0832,1,105,100,1,11,28992
24,18,92116.15108,436325.5407,1,103,100,1,12,28992
24,19,92163.28931,436322.1312,1,95,100,1,11,28992
24,20,92165.59751,436322.9986,2,102,100,1,10,28992
24,21,92169.4782,436324.4569,1,95,100,1,9,28992
24,22,92110.09859,436302.1429,1.5,95,100,1,7,28992
24,23,92112.2674,436296.3715,1.5,104,100,1,7,28992
24,24,92130.19827,436302.8266,1.5,93,100,1,6,28992
24,25,92158.71169,436305.5121,1.5,102,100,1,6,28992
24,26,92202.72943,436331.1104,1,104,100,1,4,28992
24,27,92217.33968,436324.8211,1.5,99,100,1,3,28992
24,28,92232.98589,436303.1488,1.5,91,100,1,3,28992
24,29,92173.45139,436299.3301,1.5,101,100,1,5,28992
24,30,92247.61172,436262.1376,2,102,100,1,1,28992
24,31,92186.87709,436263.603,1.5,94,100,1,5,28992
24,32,92190.56285,436264.988,1,103,100,1,4,28992
24,33,92198.33024,436244.1301,1.5,99,100,1,2,28992
25,0,92110.84339,436371.2387,1,123,100,1,12,28992
25,1,92062.79703,436448.6712,1.5,99,100,1,19,28992
25,2,92139.02588,436454.7468,2,97,100,1,16,28992
25,3,92148.62344,436448.8276,1,99,100,1,21,28992
25,4,92151.50189,436449.9093,1,100,100,1,14,28992
25,5,92154.11776,436450.8923,2,96,100,1,13,28992
25,6,92073.95777,436420.7694,1.5,98,100,1,17,28992
25,7,92069.22172,436406.1671,1.5,95,100,1,17,28992
25,8,92082.54751,436400.1265,1.5,107,100,1,15,28992
25,9,92080.39375,436345.4752,1,97,100,1,18,28992
25,10,92146.54553,436383.4084,1,93,100,1,14,28992
25,11,92147.43424,436381.0434,2,95,100,1,13,28992
25,12,92129.12934,436378.1102,1,107,100,1,20,28992
25,13,92130.01078,436375.7647,1.5,105,100,1,15,28992
25,14,92130.74601,436373.8081,2,104,100,1,8,28992
25,15,92135.00831,436362.4657,1,106,100,1,9,28992
25,16,92209.03947,436347.1462,2,96,100,1,8,28992
25,17,92104.04564,436332.0832,1,103,100,1,11,28992
25,18,92116.15108,436325.5407,1,98,100,1,12,28992
25,19,92163.28931,436322.1312,1,101,100,1,11,28992
25,20,92165.59751,436322.9986,2,101,100,1,10,28992
25,21,92169.4782,436324.4569,1,93,100,1,9,28992
25,22,92110.09859,436302.1429,1.5,101,100,1,7,28992
25,23,92112.2674,436296.3715,1.5,100,100,1,7,28992
25,24,92130.19827,436302.8266,1.5,94,100,1,6,28992
25,25,92158.71169,436305.5121,1.5,105,100,1,6,28992
25,26,92202.72943,436331.1104,1,88,100,1,4,28992
25,27,92217.33968,436324.8211,1.5,103,100,1,3,28992
25,28,92232.98589,436303.1488,1.5,99,100,1,3,28992
25,29,92173.45139,436299.3301,1.5,96,100,1,5,28992
25,30,92247.61172,436262.1376,2,102,100,1,1,28992
25,31,92186.87709,436263.603,1.5,92,100,1,5,28992
25,32,92190.56285,436264.988,1,89,100,1,4,28992
25,33,92198.33024,436244.1301,1.5,106,100,1,2,28992
26,0,92110.84339,436371.2387,1,124,100,1,12,28992
26,1,92062.79703,436448.6712,1.5,89,100,1,19,28992
26,2,92139.02588,436454.7468,2,103,100,1,16,28992
26,3,92148.62344,436448.8276,1,100,100,1,21,28992
26,4,92151.50189,436449.9093,1,98,100,1,14,28992
26,5,92154.11776,436450.8923,2,105,100,1,13,28992
26,6,92073.95777,436420.7694,1.5,104,100,1,17,28992
26,7,92069.22172,436406.1671,1.5,101,100,1,17,28992
26,8,92082.54751,436400.1265,1.5,104,100,1,15,28992
26,9,92080.39375,436345.4752,1,106,100,1,18,28992
26,10,92146.54553,436383.4084,1,94,100,1,14,28992
26,11,92147.43424,436381.0434,2,110,100,1,13,28992
26,12,92129.12934,436378.1102,1,103,100,1,20,28992
26,13,92130.01078,436375.7647,1.5,103,100,1,15,28992
26,14,92130.74601,436373.8081,2,92,100,1,8,28992
26,15,92135.00831,436362.4657,1,97,100,1,9,28992
26,16,92209.03947,436347.1462,2,104,100,1,8,28992
26,17,92104.04564,436332.0832,1,105,100,1,11,28992
26,18,92116.15108,436325.5407,1,95,100,1,12,28992
26,19,92163.28931,436322.1312,1,91,100,1,11,28992
26,20,92165.59751,436322.9986,2,98,100,1,10,28992
26,21,92169.4782,436324.4569,1,96,100,1,9,28992
26,22,92110.09859,436302.1429,1.5,101,100,1,7,28992
26,23,92112.2674,436296.3715,1.5,98,100,1,7,28992
26,24,92130.19827,436302.8266,1.5,106,100,1,6,28992
26,25,92158.71169,436305.5121,1.5,93,100,1,6,28992
26,26,92202.72943,436331.1104,1,88,100,1,4,28992
26,27,92217.33968,436324.8211,1.5,92,100,1,3,28992
26,28,92232.98589,436303.1488,1.5,91,100,1,3,28992
26,29,92173.45139,436299.3301,1.5,103,100,1,5,28992
26,30,92247.61172,436262.1376,2,95,100,1,1,28992
26,31,92186.87709,436263.603,1.5,91,100,1,5,28992
26,32,92190.56285,436264.988,1,100,100,1,4,28992
26,33,92198.33024,436244.1301,1.5,110,100,1,2,28992
27,0,92110.84339,436371.2387,1,125,100,1,12,28992
27,1,92062.79703,436448.6712,1.5,104,100,1,19,28992
27,2,92139.02588,436454.7468,2,97,100,1,16,28992
27,3,92148.62344,436448.8276,1,91,100,1,21,28992
27,4,92151.50189,436449.9093,1,103,100,1,14,28992
27,5,92154.11776,436450.8923,2,97,100,1,13,28992
27,6,92073.95777,436420.7694,1.5,104,100,1,17,28992
27,7,92069.22172,436406.1671,1.5,99,100,1,17,28992
27,8,92082.54751,436400.1265,1.5,108,100,1,15,28992
27,9,92080.39375,436345.4752,1,100,100,1,18,28992
27,10,92146.54553,436383.4084,1,102,100,1,14,28992
27,11,92147.43424,436381.0434,2,98,100,1,13,28992
27,12,92129.12934,436378.1102,1,95,100,1,20,28992
27,13,92130.01078,436375.7647,1.5,100,100,1,15,28992
27,14,92130.74601,436373.8081,2,104,100,1,8,28992
27,15,92135.00831,436362.4657,1,98,100,1,9,28992
27,16,92209.03947,436347.1462,2,93,100,1,8,28992
27,17,92104.04564,436332.0832,1,100,100,1,11,28992
